id	plot	genres	n_genres	image_path
0043286	A young woman reporter blames the Pittsburgh Pirates' losing streak on the obscenely abusive manager. While she attempts to learn more about him for her column, he begins hearing the voice of an angel promising him help for the team if he will mend his ways. As he does so, an orphan girl who is a Pirates fan and has been praying for the team begins noticing angels on the ballfield. Sure enough, the Pirates start winning, and McGovern tries to turn his life around. But can he keep his temper long enough for the Pirates to win the NL pennant?	Comedy|Family|Fantasy|Sport	4	images/0043286.jpeg
0429177	Ben's dad Sam shows up one night with a note from Ben's mother (Sam's wife of 46 years), that she has left. While Ben's wife and his three sisters try to find her, Ben takes Sam on a day trip to see a farmhouse that's for sale. The day trip turns into a road trip while dad and son explore their past, their relationship, and why Sam's wife might have left him. The road trip includes fishing, drinking, playing pool, sleeping under the stars, and frank discussion. Anger simmers close at hand, as do love and hope. Where Sam's wife is - and why she left - leads to the movie's resolution.	Comedy|Drama	2	images/0429177.jpeg
1637725	John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted.	Comedy|Fantasy	2	images/1637725.jpeg
0109855	Bonnie and Hillary are two young lost souls who meet one day and discover that they get along. They talk about their lives and run around and and keep getting really excited. Their day escalates into an eruption of violence and rage that can only be understood by the two girls.	Crime|Drama	2	images/0109855.jpeg
0418362	Sunny rents a room in a City called Goa in India. His room-mate is Sameer, who likes to fool around with woman, then dump them. He eventually falls in love, then gets dumped. Sorrowful and repentant, Sameer also has had many misadventures, especially when he ended up slapping an elderly man. Now Sameer has fallen for his next door neighbor, Rani. Now Sameer has two problems to overcome in order to wed Rani. The first he has to eliminate his competitor, none other than Sunny himself, who is also in love with Rani, and will do anything to marry her; and the second is Rani's father, ironically the very man who Sameer had slapped earlier. Will Sunny end up getting married to Rani, leaving Sameer to repent for the rest of his life?	Comedy|Romance	2	images/0418362.jpeg
1881024	In search of money and freedom from the American justice system, criminals from the United States moved to Eastern Europe, where the laws were replaced by the crime after the collapse of the Communist system. Many of them chose Prague as their hideout, where crime lords were willing to pay a suitable sum of money to assassins in order to eliminate their rivals. One such assassin, Ray Carver (	Action|Crime|Thriller	3	images/1881024.jpeg
0475750	Myung-sin, who has become a pirate, lives with hatred in his heart and endures the hardships, seeks revenge on the two nations, North and South Korea, using nuclear waste that has the devastating power of plutonium. Se-jong, a South Korean naval officer departs with his team of elite forces to prevent Sin's master plan of Nuclear Typhoon. Born under the same skies of the same race, but of a completely different nation... Living a life so different, the two point their guns at each other's heart...	Action|Drama|Thriller	3	images/0475750.jpeg
1655460	In New York, the aspirant filmmaker Linda convinces her husband George Gergenblatt to buy an expensive Micro Loft apartment in Manhattan. Linda expects to sell a documentary about penguins to HBO to help the payment of the installments and George expects a promotion. However, HBO rejects the documentary and George's company has folded and he is fired. With the American financial crisis, they lose a large amount selling the apartment and George does not find a new job. George's brother Rick offers a job position in his company in Atlanta. They drive from New York to Atlanta and they decide to stop for the night in the hotel Elysium. However they see a naked man running toward their car and George tries to return to the highway but accidentally he turns his car over. Soon they learn the Elysium is a hippie and vegan community and the dwellers invite George and Linda to stay with them. However, they decide to go to Atlanta but soon George has an argument with his arrogant brother. George returns to Elysium with Linda and they decide to stay for a two-week trial. A couple of days later, Linda feels well with her new friends but George has difficulties to adapt himself to the rules of Elysium.	Comedy	1	images/1655460.jpeg
0106246	In 1972, the Uruguayan rugby team is flying to Chile to play a game. However, the plane from the Uruguayan Air Force with 45 people crashes on the Andes Mountains and after the search party, they are considered dead. Two months after the crash, the sixteen survivors are finally rescued. Along the days, the starved survivors decide to eat flesh from the bodies of their comrades to survive.	Adventure|Biography|Drama|Thriller	4	images/0106246.jpeg
0407821	A recently widowed TV producer is drawn to an isolated cabin in a mysterious woods.	Drama|Horror|Mystery|Thriller	4	images/0407821.jpeg
2512582	ABOUT THE FILM Eleven year old Masha Kulabokhova is about to be adopted into fourteen year old Cami Diaz's family. Masha grew up in a Russian orphanage; Cami was born and raised in Wisconsin and has been the exclusive focus of her parents' love her whole life. The process of Masha becoming part of the Diaz family is going to change both girls forever. THE DARK MATTER OF LOVE follows Masha as she leaves Russia to spend her first year as part of the Diaz family, who have also adopted five year old twin boys Marcel and Vadim. When the reality of bonding with children who have grown up in institutions turns out to be more difficult than they ever imagined, the Diaz's hire two of the world's best developmental psychologists to help them build their new family - through science. Professor Emeritus at the University of Virginia School of Medicine, Dr Robert Marvin, has spent a lifetime developing a world-renowned therapy program that draws upon the past 100 years of scientific discoveries in the field of parent child love. By connecting the Diaz's with his research, Dr Marvin believes that he can help them create an environment in which Masha, Marcel and Vadim can form supportive, loving relationships. Sometimes hilarious, sometimes heartbreaking, THE DARK MATTER OF LOVE melds the story of the Diaz family learning to love, with rare archive footage of science experiments exploring parent child love. The science of love has an intriguing and dark past. Experiments on monkeys, birds and even human children have contributed to science's knowledge of love's inner workings. Director Sarah McCarthy fuses revealing footage of these experiments to the narrative, drawing audiences deeper into the dark matter of love and encouraging them to contemplate their own relationships through an unflinching, scientific lens.	Documentary	1	images/2512582.jpeg
0772200	"A sex and drug addicted young man who is forced into a Christian-run ministry in an attempt to cure him of his ""gay affliction"", where instead he is faced with the truth in his heart and spirit."	Drama	1	images/0772200.jpeg
0093418	Dr. Jack Hammond has best chances to become medical superintendent in the clinic. So he's completely absorbed in his work and has no understanding for his teenage son Chris' problems with school. By accident one of them drinks a brain-exchanging serum, and it switches their identities. This leads of course to extraordinary complications in school and at work, but also to insight in the problems and feelings of each other.	Comedy|Fantasy	2	images/0093418.jpeg
1758610	A woman's world is shattered after her sweetheart Billy is murdered in a random act of violence. After this tragic event she starts to dig around to find the killer of her husband. On her quest she reunites with her childhood best friend Joe who runs an after school program for children in his neighborhood.	Drama	1	images/1758610.jpeg
0087332	Three odd-ball scientists get kicked out of their cushy positions at a university in New York City where they studied the occult. They decide to set up shop in an old firehouse and become Ghostbusters, trapping pesky ghosts, spirits, haunts, and poltergeists for money. They wise-crack their way through the city, and stumble upon a gateway to another dimension, one which will release untold evil upon the city. The Ghostbusters are called on to save the Big Apple.	Adventure|Comedy|Fantasy	3	images/0087332.jpeg
0059250	A wagon train heads for Denver with a cargo of whisky for the miners. Chaos ensues as the Temperance League, the US cavalry, the miners and the local Indians all try to take control of the valuable cargo.	Comedy|Western	2	images/0059250.jpeg
0843302	A detective investigates a series of murders. A possible serial killer might be on a rampage, since they all are in the same vicinity and by the same method, but as the evidence points toward the detective as the prime suspect, a ghost in red follows him, and he begins to question his identity. His realization of what seems to have really happened results in something much more sinister and larger in scope, and it leaves his psyche scarred.	Horror|Mystery|Thriller	3	images/0843302.jpeg
0054230	Tender romantic comedy about an aspiring musician who arrives in New York in search of fame & fortune. He soon meets a taxi dancer, moves in with her, and before too long a romance develops.	Comedy|Drama|Romance	3	images/0054230.jpeg
0118158	A true story about a group of American teenage boys who crew a school sailing ship to gain experience, discipline, or whatever their parents feel they lack. The voyage is a true adventure for them all but it has its downs as well as ups.	Adventure|Drama	2	images/0118158.jpeg
0015202	Orlac, affermato pianista, perde le mani in un grave incidente. I medici decidono allora di trapiantargli le mani di un assassino condannato a morte. L'operazione riesce perfettamente, ma, da quel momento, una serie di strani omicidi, generalmente commessi a mezzo dello strangolamento delle vittime, vengono commessi e la polizia, che inizialmente brancola nel buio, comincia a sospettare del pianista. Alla fine si scopre che il colpevole era, invece, da tutt'altra parte.	Crime|Horror|Mystery|Sci-Fi|Thriller	5	images/0015202.jpeg
2475492	Four families experience love and loss in this gorgeous portrait of America's heartland.	Documentary|Family|Music	3	images/2475492.jpeg
0329030	After his dad Ryan senior's death in a truck accident, schoolboy Ryan Flynn, a gentle, somewhat nerdy space-fan, becomes a recluse. He shuts up completely after a fall and near-drowning experience while roaming the countryside with his admirably patient, cheerful playmate Rocky Mazzelli. Only Ryan's late granddad finds a magical way to get trough to him and introduce him to a mysterious place, the 'dust factory'. There grandpa and resident teenager Melanie 'Pan' Lewis shows how youngsters prepare for their next life phase. But deciding when they are isn't easy or safe.	Drama|Family|Fantasy	3	images/0329030.jpeg
0105839	In the sequel to the Tsui Hark classic, Wong Fei-Hung faces The White Lotus society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military. With his friends, loved ones, and the future of China itself at stake, Wong must once again use his martial arts skills to defend the innocent.	Action|Adventure|Biography|History|Romance	5	images/0105839.jpeg
0159421	Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland, a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened.	Adventure|Comedy|Family|Fantasy|Musical	5	images/0159421.jpeg
1073535	A celebrity is caught by her husband with a young lover. She ends the relationship, but slowly goes insane.	Drama	1	images/1073535.jpeg
0103791	In 1931, a young soldier (Fernando) deserts from the army and falls into a country farm, where he is welcomed by the owner (Manolo) due to his political ideas. Manolo has four daughters (Rocio, Violeta, Clara and Luz). Fernando likes all of them and they like him, so he has to decide which one to love.	Comedy|Drama|Romance	3	images/0103791.jpeg
0422783	The True Story Of Richard Pimentel, A Brilliant Public Speaker With A Troubled Past, Who Returns From Vietnam Severely Hearing-Impaired And Finds A New Purpose In His Landmark Efforts On The Behalf Of Americans With Disabilities...	Biography|Comedy|Drama|Music|Romance|War	6	images/0422783.jpeg
0079219	Joe, Al, and Willie are three old men who have resigned themselves to dying. One night, Joe hatches a scheme to put a bit of excitement back into their lives: robbing a bank....	Comedy|Drama	2	images/0079219.jpeg
0204700	Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shane's mysterious and frequent visits to a medical clinic where cutting edge studies of the human libido are undertaken. When Shane seeks out a self-exiled expert in the field, he happens upon the doctor's wife, another victim of the same malady. She has become so dangerous and emotionally paralyzed by the condition that her husband imprisons her by day in their home. It is Shane's chance encounter with this woman that triggers an event so cataclysmic and shocking it might just lead him to rediscover the tranquility he seeks to restore for himself and his new bride.	Horror|Thriller|Drama	3	images/0204700.jpeg
0295168	A commune built around the pursuit of spiritual perfection through the occult begins to see its prophecies come true.	Comedy|Drama	2	images/0295168.jpeg
0817225	"When her husband passes away in an automobile accident,Shin-ae relocates down south to her late husband's hometown of Miryang. Despite her efforts to settle down, in this unfamiliar and ""much too normal place, she finds that she can't quite fit in. Helping her out is Kim Jong-chan, a good-intentioned but bothersome bachelor, who owns a car repair shop. Life plods on. However, fate takes a vicious turn when Shin-ae loses her son in the most horrific way a mother could imagine. She turns to Christianity to relieve the pain in her heart, but when even this is not permitted, she wages a war against God."	Drama	1	images/0817225.jpeg
